"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"16-Jan-2006","RELIANCE","RELIANCE INDUSTRIES LTD","AKSHAR TRADERS PVT LTD","SELL","1,94,400","868.60","-"
"16-Jan-2006","RELIANCE","RELIANCE INDUSTRIES LTD","EKLAVYA MERCANTILE PVT LTD","BUY","1,94,400","868.60","-"
"20-Jan-2006","NIITLTD","NIIT LIMITED","HCL CORPORATION LTD","SELL","7,85,000","287.00","-"
"20-Jan-2006","NIITLTD","NIIT LIMITED","THE NIITIANS WELFARE TRUST","BUY","7,85,000","287.00","-"
"20-Jan-2006","NIITTECH","NIIT TECHNOLOGIES LTD","HCL CORPORATION LTD","SELL","8,40,000","178.50","-"
"20-Jan-2006","NIITTECH","NIIT TECHNOLOGIES LTD","THE NIITIANS WELFARE TRUST","BUY","8,40,000","178.50","-"
"23-Jan-2006","NIITLTD","NIIT LIMITED","GLOBAL SOLUTIONS PVT LTD","BUY","3,25,000","295.00","-"
"23-Jan-2006","NIITLTD","NIIT LIMITED","HCL CORPORATION LTD","SELL","6,50,000","295.00","-"
"23-Jan-2006","NIITLTD","NIIT LIMITED","PACE SERVICES LTD","BUY","3,25,000","295.00","-"
"17-Feb-2006","NIITTECH","NIIT TECHNOLOGIES LTD","HCL CORPORATION LTD","SELL","10,00,000","182.00","-"
"17-Feb-2006","NIITTECH","NIIT TECHNOLOGIES LTD","RELIANCE MUTUAL FUND A/C GROWTH FUND","BUY","10,00,000","182.00","-"
"27-Feb-2006","USHAMART","USHA MARTIN LTD.","CITIGROUP GLOBAL MARKET MAURITIUS PVT LTD","BUY","4,25,000","165.00","-"
"27-Feb-2006","USHAMART","USHA MARTIN LTD.","UMIL SHARE &amp; STOCK BROKING SERVICES LTD","SELL","4,25,000","165.00","-"
"02-Mar-2006","RCAPVL","REL CAPITAL VENTURES LTD","KUNJVAN TEXFAB PVT LTD","BUY","211,64,609","24.85","-"
"02-Mar-2006","RCAPVL","REL CAPITAL VENTURES LTD","RELIANCE ENTERPRISES LTD","SELL","211,64,609","24.85","-"
"02-Mar-2006","RENVL","REL ENG VENTURES LTD","RELIANCE ENTERPRISES LTD","SELL","211,64,609","43.25","-"
"02-Mar-2006","RENVL","REL ENG VENTURES LTD","VATAYAN SYTHETICS PVT LTD","BUY","211,64,609","43.25","-"
"02-Mar-2006","RNRL","REL. NAT. RESOURCES LTD.","RELIANCE ENTERPRISES LTD","SELL","211,64,609","20.00","-"
"02-Mar-2006","RNRL","REL. NAT. RESOURCES LTD.","VATAYAN SYTHETICS PVT LTD","BUY","211,64,609","20.00","-"
"06-Mar-2006","BILT","BALLARPUR INDUSTRIES LTD","T ROWE PRICE INTERNATIONAL INC","SELL","9,73,054","127.00","-"
"06-Mar-2006","BILT","BALLARPUR INDUSTRIES LTD","T. ROWE PRICE INTERNATIONAL INC. A/C T ROWE PRICE NEW ASIA FUND","BUY","9,73,054","127.00","-"
"06-Mar-2006","MOSERBAER","MOSER-BAER (I) LTD","T RO PRICE INTERNATIONAL INC A/C T ROWE PRICE INTL DISCOVERY FUND","BUY","4,23,972","221.95","-"
