"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"14-Jan-2015","SFCL","Star Ferro &amp; Cement Ltd.","ESKAY BUSINESS PVT LTD","SELL","6,00,000","75.25","-"
"14-Jan-2015","SFCL","Star Ferro &amp; Cement Ltd.","SUBHAM AGARWAL","BUY","6,00,000","75.25","-"
"16-Jan-2015","SEINV","S.E. Investments Limited","AGRIM MARKETING PRIVATE LIMITED","BUY","2,50,000","259.00","-"
"16-Jan-2015","SEINV","S.E. Investments Limited","SPRING INFRADEV PVT LTD","SELL","2,50,000","259.00","-"
"19-Jan-2015","SFCL","Star Ferro &amp; Cement Ltd.","ESKAY BUSINESS PVT LTD","SELL","5,00,000","106.50","-"
"19-Jan-2015","SFCL","Star Ferro &amp; Cement Ltd.","SUBHAM AGARWAL","BUY","5,00,000","106.50","-"
"20-Jan-2015","HCIL","Himadri Chemicals And Ind","ADMIRABLE ADVISORY SERVICES LLP","SELL","63,67,243","25.00","-"
"20-Jan-2015","HCIL","Himadri Chemicals And Ind","PADMALAYA ADVISORY SERVICES LLP","BUY","63,67,243","25.00","-"
"04-Feb-2015","PRESSMN","Nucent Finance Limited","PRAMINA SUCHANTI","SELL","10,00,000","35.00","-"
"04-Feb-2015","PRESSMN","Nucent Finance Limited","SUJATA  SUCHANTI","SELL","10,00,000","35.00","-"
"04-Feb-2015","PRESSMN","Nucent Finance Limited","WARREN TEA LTD","BUY","20,00,000","35.00","-"
"11-Feb-2015","APLLTD","Alembic Pharma Ltd","CRESTA FUND LTD","BUY","3,58,000","406.35","-"
"11-Feb-2015","APLLTD","Alembic Pharma Ltd","LOTUS GLOBAL INVESTMENTS LTD","SELL","3,58,000","406.35","-"
"18-Feb-2015","CENTURYPLY","Century Plyboards (India)","PREM KUMAR BHAJANKA","SELL","9,00,000","206.00","-"
"18-Feb-2015","CENTURYPLY","Century Plyboards (India)","SAJJAN  BHAJANKA","BUY","9,00,000","206.00","-"
"18-Feb-2015","MANAKSIA","Manaksia Limited","PONNI TREXIM PVT LTD","SELL","11,00,000","64.00","-"
"18-Feb-2015","MANAKSIA","Manaksia Limited","SUBHAM AGARWAL","BUY","11,00,000","64.00","-"
"18-Feb-2015","SFCL","Star Ferro &amp; Cement Ltd.","PREM KUMAR BHAJANKA","BUY","15,28,400","146.00","-"
"18-Feb-2015","SFCL","Star Ferro &amp; Cement Ltd.","SAJJAN  BHAJANKA","SELL","15,28,400","146.00","-"
"23-Feb-2015","GVKPIL","GVK Power &amp; Infrastructur","G INDIRA KRISHNA REDDY","SELL","492,87,340","10.15","-"
"23-Feb-2015","GVKPIL","GVK Power &amp; Infrastructur","VERTEX PROJECTS LIMITED","BUY","492,87,340","10.15","-"
"23-Feb-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","G INDIRA KRISHNA REDDY","BUY","25,83,702","74.25","-"
"23-Feb-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","VERTEX PROJECTS LIMITED","SELL","25,83,702","74.25","-"
"25-Feb-2015","MANGCHEFER","Mangalore Chemicals &amp; Fer","KIRAN VYAPAR LIMITED","BUY","6,00,000","87.50","-"
"25-Feb-2015","MANGCHEFER","Mangalore Chemicals &amp; Fer","PLACID LIMITED","SELL","6,00,000","87.50","-"
"25-Feb-2015","ZEELEARN","Zee Learn Limited","KIRAN VYAPAR LTD","BUY","11,75,000","35.50","-"
"25-Feb-2015","ZEELEARN","Zee Learn Limited","PLACID LIMITED","SELL","11,75,000","35.50","-"
"26-Feb-2015","MANGCHEFER","Mangalore Chemicals &amp; Fer","KIRAN VYAPAR LIMITED","BUY","7,50,000","87.60","-"
"26-Feb-2015","MANGCHEFER","Mangalore Chemicals &amp; Fer","PLACID LIMITED","SELL","7,50,000","87.60","-"
"27-Feb-2015","GVKPIL","GVK Power &amp; Infrastructur","G INDIRA KRISHNA REDDY","SELL","492,87,339","9.85","-"
"27-Feb-2015","GVKPIL","GVK Power &amp; Infrastructur","VERTEX PROJECTS LIMITED","BUY","492,87,339","9.85","-"
"27-Feb-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","G INDIRA KRISHNA REDDY","BUY","25,83,702","76.05","-"
"27-Feb-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","VERTEX PROJECTS LIMITED","SELL","25,83,702","76.05","-"
"04-Mar-2015","GVKPIL","GVK Power &amp; Infrastructur","G APARNA REDDY","SELL","693,92,368","10.15","-"
"04-Mar-2015","GVKPIL","GVK Power &amp; Infrastructur","VERTEX PROJECTS LIMITED","BUY","693,92,368","10.15","-"
"04-Mar-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","G APARNA REDDY","BUY","85,36,371","81.00","-"
"04-Mar-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","VERTEX PROJECTS LIMITED","SELL","85,36,371","81.00","-"
"10-Mar-2015","GVKPIL","GVK Power &amp; Infrastructur","GREENRIDGE HOTELS AND RESORTS LLP","SELL","72,74,500","9.40","-"
"10-Mar-2015","GVKPIL","GVK Power &amp; Infrastructur","SHALINI BHUPAL","SELL","528,25,363","9.40","-"
"10-Mar-2015","GVKPIL","GVK Power &amp; Infrastructur","VERTEX PROJECTS LIMITED","BUY","600,99,863","9.40","-"
"10-Mar-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","SHALINI BHUPAL","BUY","85,34,871","76.00","-"
"10-Mar-2015","TAJGVK","Taj GVK Hotels &amp; Resorts","VERTEX PROJECTS LIMITED","SELL","85,34,871","76.00","-"
"12-Mar-2015","BALKRISIND","Balkrishna Ind. Ltd","GPP ENTERPRISES LLP","SELL","1,50,000","633.55","-"
"12-Mar-2015","BALKRISIND","Balkrishna Ind. Ltd","VIJAYLAXMI ARVINDKUMAR PODDAR","BUY","1,50,000","633.55","-"
"18-Mar-2015","BALRAMCHIN","Balrampur Chini Mills","MEENAKSHI MERCANTILES LTD","SELL","5,00,000","55.00","-"
"18-Mar-2015","BALRAMCHIN","Balrampur Chini Mills","NOVEL SUPPLIERS PVT. LTD.","BUY","5,00,000","55.00","-"
"25-Mar-2015","HINDCOMPOS","Hindustan Composites Ltd","BOROSIL GLASS WORKS LIMITED","BUY","49,827","1100.00","-"
"25-Mar-2015","HINDCOMPOS","Hindustan Composites Ltd","SOLAX HOLDING PTE LTD","SELL","49,827","1100.00","-"
"26-Mar-2015","GODFRYPHLP","Godfrey Phillips Ltd.","APMS INVESTMENT FUND LTD","SELL","2,30,000","437.00","-"
"26-Mar-2015","GODFRYPHLP","Godfrey Phillips Ltd.","GOOD INVESTMENT INDIA LIMITED","BUY","1,15,000","437.00","-"
"26-Mar-2015","GODFRYPHLP","Godfrey Phillips Ltd.","QUICK INVESTMENT INDIA LIMITED","BUY","1,15,000","437.00","-"
"30-Mar-2015","TRENT","Trent Ltd.","AFTAAB INVESTMENT COMPANY LTD","SELL","85,000","1479.85","-"
"30-Mar-2015","TRENT","Trent Ltd.","TATA SONS LIMITED","BUY","85,000","1479.85","-"
"31-Mar-2015","JSWENERGY","JSW Energy Limited","AMBA RIVER COKE LIMITED","BUY","39,36,640","120.00","-"
"31-Mar-2015","JSWENERGY","JSW Energy Limited","JSW STEEL COATED PRODUCTS LIMITED","BUY","34,67,770","120.00","-"
"31-Mar-2015","JSWENERGY","JSW Energy Limited","JSW STEEL LIMITED","SELL","74,04,410","120.00","-"
"07-Apr-2015","HCIL","Himadri Chemicals And Ind","PADMALAYA ADVISORY SERVICES LLP","SELL","69,49,848","19.30","-"
"07-Apr-2015","HCIL","Himadri Chemicals And Ind","UMAPUTRA CONSULTANTS LLP","BUY","69,49,848","19.30","-"
"16-Apr-2015","GVKPIL","GVK Power &amp; Infrastructur","G INDIRA KRISHNA REDDY","SELL","312,50,000","9.50","-"
"16-Apr-2015","GVKPIL","GVK Power &amp; Infrastructur","VERTEX PROJECTS LIMITED","BUY","312,50,000","9.50","-"
"22-Apr-2015","GVKPIL","GVK Power &amp; Infrastructur","G INDIRA KRISHNA REDDY","SELL","325,00,000","9.00","-"
"22-Apr-2015","GVKPIL","GVK Power &amp; Infrastructur","VERTEX PROJECTS LIMITED","BUY","325,00,000","9.00","-"
"24-Apr-2015","HDFC","HDFC Ltd.","MERCER QIF FUND PLC - MERCER INVESTMENT FUND 1","BUY","14,46,535","1257.70","-"
"24-Apr-2015","HDFC","HDFC Ltd.","THE LOCAL GOVERNMENT PENSIONS INSTITUTION A/C THE LOCAL GOV","SELL","14,46,535","1257.70","-"
"24-Apr-2015","ICICIBANK","ICICI Bank Ltd.","MERCER QIF FUND PLC - MERCER INVESTMENT FUND 1","BUY","15,70,000","312.50","-"
"24-Apr-2015","ICICIBANK","ICICI Bank Ltd.","THE LOCAL GOVERNMENT PENSIONS INSTITUTION A/C THE LOCAL GOV","SELL","15,70,000","312.50","-"
"24-Apr-2015","INFY","Infosys Limited","MERCER QIF FUND PLC - MERCER INVESTMENT FUND 1","BUY","6,32,000","2136.10","-"
"24-Apr-2015","INFY","Infosys Limited","THE LOCAL GOVERNMENT PENSIONS INSTITUTION A/C THE LOCAL GOV","SELL","6,32,000","2136.10","-"
"24-Apr-2015","ITC","ITC Ltd.","MERCER QIF FUND PLC - MERCER INVESTMENT FUND 1","BUY","19,26,000","343.80","-"
"24-Apr-2015","ITC","ITC Ltd.","THE LOCAL GOVERNMENT PENSIONS INSTITUTION A/C THE LOCAL GOV","SELL","19,26,000","343.80","-"
"29-Apr-2015","GULFOILLUB","Gulf Oil Lub. Ind. Ltd.","AFRIN DIA","SELL","4,37,500","465.00","-"
"29-Apr-2015","GULFOILLUB","Gulf Oil Lub. Ind. Ltd.","BRIDGE INDIA FUND","SELL","8,00,000","465.00","-"
"29-Apr-2015","GULFOILLUB","Gulf Oil Lub. Ind. Ltd.","GULF OIL INTERNATIONAL MAURITIUS INC","BUY","12,37,500","465.00","-"
"29-Apr-2015","GVKPIL","GVK Power &amp; Infrastructur","G INDIRA KRISHNA REDDY","SELL","362,50,000","8.45","-"
"29-Apr-2015","GVKPIL","GVK Power &amp; Infrastructur","VERTEX PROJECTS LIMITED","BUY","362,50,000","8.45","-"
"06-May-2015","HINDUJAVEN","Hinduja Ventures Limited","AASIA EXPORTS","BUY","4,00,000","452.00","-"
"06-May-2015","HINDUJAVEN","Hinduja Ventures Limited","HINDUJA ESTATE DEVELOPERS","SELL","4,00,000","452.00","-"
"07-May-2015","GULFOILLUB","Gulf Oil Lub. Ind. Ltd.","AFRIN DIA","SELL","8,00,000","450.00","-"
