"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"04-Jan-2013","DALMIASUG","Dalmia Bharat Sug In Ltd","AVIS TIE UP PVT. LTD.","SELL","30,54,000","19.10","-"
"04-Jan-2013","DALMIASUG","Dalmia Bharat Sug In Ltd","DALMIA BHARAT LIMITED","BUY","30,54,000","19.10","-"
"08-Jan-2013","DLF","DLF Limited","DLF INVESTMENTS (P) LIMITED","BUY","2,54,900","235.00","-"
"08-Jan-2013","DLF","DLF Limited","KAVITA SINGH","BUY","2,12,800","235.00","-"
"08-Jan-2013","DLF","DLF Limited","KOHINOOR REAL ESTATES CO","BUY","6,79,900","235.00","-"
"08-Jan-2013","DLF","DLF Limited","MADHUR HOUSING &amp; DEVELOP MENT CO","BUY","6,79,900","235.00","-"
"08-Jan-2013","DLF","DLF Limited","PIA SINGH","SELL","42,49,600","235.00","-"
"08-Jan-2013","DLF","DLF Limited","SIDHANT HOUSING &amp;DEVELOPMENT COMPANY","BUY","18,69,700","235.00","-"
"08-Jan-2013","DLF","DLF Limited","VISHAL FOODS &amp; INVESTMENTS (P) LIMITED","BUY","5,52,400","235.00","-"
"11-Jan-2013","NCOPPER","Nissan Copper Limited","ALBULA INVESTMENT FUND LTD","SELL","5,12,298","5.50","-"
"11-Jan-2013","NCOPPER","Nissan Copper Limited","PURAN CHAND CHOUDHARY","BUY","5,12,298","5.50","-"
"22-Jan-2013","TRIDENT","Trident Limited","MADHURAJ FOUNDATION","BUY","49,27,946","9.00","-"
"22-Jan-2013","TRIDENT","Trident Limited","MAYADEVI TRUST","SELL","38,79,480","9.00","-"
"22-Jan-2013","TRIDENT","Trident Limited","RAJINDER GUPTA","SELL","10,48,466","9.00","-"
"30-Jan-2013","TRIDENT","Trident Limited","MADHURAJ FOUNDATION","BUY","206,42,400","9.00","-"
"30-Jan-2013","TRIDENT","Trident Limited","TRIDENT GROUP LIMITED","SELL","206,42,400","9.00","-"
"01-Feb-2013","GAIL","GAIL (India) Limited","LIBERTY MUTUAL RETIREMENT PLAN MASTER TRUST","BUY","6,47,485","344.00","-"
